cas_number,chemical_name,wave,original_candidate_source,selection_source,selection_reason,selection_evidence,csv_assigned_group_id,true_cameo_groups,risk_relation,section10_categories,coverage_role,pubchem_verified,safety_flag,in_eval_testset,collection_status,selection_status
14519-17-6,MAGNESIUM BROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
146-84-9,"SILVER PICRATE, WETTED WITH NOT LESS THAN 30% WATER",wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,46;50;54;68,oxidizer;water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
14674-72-7,CALCIUM CHLORITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50;61,oxidizer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
14797-73-0,"PERCHLORATE, N.O.S.",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50,oxidizer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
14866-68-3,"CHLORATE, N.O.S., WET",wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50;68,oxidizer;water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
14977-61-8,CHROMIUM OXYCHLORIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,32;50,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
15541-45-4,"BROMATES, INORGANIC, N.O.S.",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
17014-71-0,POTASSIUM PEROXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=1313-60-6(동일 true_cameo_groups=(18, 50) 조합 물질 3종 중 대표 1종 제외 나머지)",50,18;50,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
20816-12-0,OSMIUM TETROXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
2244-21-5,"POTASSIUM DICHLORO-S-TRIAZINETRIONE, DRY",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,7;32;50;60,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
23414-72-4,ZINC PERMANGANATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
2567-83-1,"TETRAETHYLAMMONIUM PERCHLORATE, [DRY]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50;57,oxidizer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
26506-47-8,COPPER CHLORATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50,oxidizer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
2782-57-2,"DICHLOROISOCYANURIC ACID, DRY",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,7;32;50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
2893-78-9,SODIUM DICHLORO-S-TRIAZINETRIONE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=2244-21-5(동일 true_cameo_groups=(7, 32, 50, 60) 조합 물질 3종 중 대표 1종 제외 나머지)",50,7;32;50;60,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
34651-95-1,"(MONO)-(TRICHLORO)-TETRA-(MONOPOTASSIUM DICHLORO)-PENTA-S-TRIAZINETRIONE, DRY",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,7;32;50;60,oxidizer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
37224-57-0,ZINC POTASSIUM CHROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50;61,oxidizer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
3811-04-9,POTASSIUM CHLORATE,wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50;68,oxidizer;water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
507-40-4,TERT-BUTYL HYPOCHLORITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
54075-76-2,TRIMETHYLOXONIUM HEXACHLORANTIMONATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50,oxidizer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
546-67-8,LEAD TETRAACETATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7446-08-4,SELENIUM DIOXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7601-89-0,SODIUM PERCHLORATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7727-21-1,POTASSIUM PERSULFATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7727-54-0,AMMONIUM PERSULFATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=1314-62-1(동일 true_cameo_groups=(50, 60) 조합 물질 5종 중 대표 1종 제외 나머지)",50,50;60,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7758-01-2,POTASSIUM BROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7758-19-2,SODIUM CHLORITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=11084-85-8(동일 true_cameo_groups=(50, 61) 조합 물질 15종 중 대표 1종 제외 나머지)",50,50;61,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7758-97-6,LEAD CHROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=11084-85-8(동일 true_cameo_groups=(50, 61) 조합 물질 15종 중 대표 1종 제외 나머지)",50,50;61,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7775-09-9,SODIUM CHLORATE,wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입","01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=3811-04-9(동일 true_cameo_groups=(50, 68) 조합 물질 2종 중 대표 1종 제외 나머지)",50,50;68,oxidizer;water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7775-11-3,SODIUM CHROMATE,wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입","01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10137-74-3(동일 true_cameo_groups=(50, 61, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",50,50;61;68,oxidizer;water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7775-27-1,SODIUM PERSULFATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7778-50-9,POTASSIUM BICHROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=11084-85-8(동일 true_cameo_groups=(50, 61) 조합 물질 15종 중 대표 1종 제외 나머지)",50,50;61,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7778-54-3,CALCIUM HYPOCHLORITE,wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,18;50;61;68,oxidizer;water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7778-66-7,POTASSIUM HYPOCHLORITE SOLUTION,wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입","01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10137-74-3(동일 true_cameo_groups=(50, 61, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",50,50;61;68,oxidizer;water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7778-74-7,POTASSIUM PERCHLORATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7783-00-8,SELENIOUS ACID,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,5;50,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7783-56-4,ANTIMONY TRIFLUORIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,3;29;50,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7783-66-6,IODINE PENTAFLUORIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=14977-61-8(동일 true_cameo_groups=(32, 50) 조합 물질 4종 중 대표 1종 제외 나머지)",50,32;50,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7783-97-3,SILVER IODATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,50,oxidizer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
7787-36-2,BARIUM PERMANGANATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7789-00-6,POTASSIUM CHROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=11084-85-8(동일 true_cameo_groups=(50, 61) 조합 물질 15종 중 대표 1종 제외 나머지)",50,50;61,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7789-06-2,STRONTIUM CHROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=11084-85-8(동일 true_cameo_groups=(50, 61) 조합 물질 15종 중 대표 1종 제외 나머지)",50,50;61,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7789-09-5,AMMONIUM DICHROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=1314-62-1(동일 true_cameo_groups=(50, 60) 조합 물질 5종 중 대표 1종 제외 나머지)",50,50;60,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7789-38-0,SODIUM BROMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10326-21-3(동일 true_cameo_groups=(50,) 조합 물질 25종 중 대표 1종 제외 나머지)",50,50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7789-61-9,ANTIMONY TRIBROMIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,50,3;32;50,oxidizer,metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7789-69-7,PHOSPHORUS PENTABROMIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7789-61-9(동일 true_cameo_groups=(3, 32, 50) 조합 물질 2종 중 대표 1종 제외 나머지)",50,3;32;50,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
